t,round,my_cash,my_eco,opp_eco,opp_eco_income,opp_send_spend,opp_tower_spend,opp_cash,opp_cash_ceiling,sends,tick_period,payout_ratio,trk_red,trk_blue,trk_green,trk_yellow,trk_pink,side,opp_tower_raw,tower_clips,tower_sites,tower_unpriced,scene_changes,library
23.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
24.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
25.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
26.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
27.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
28.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
29.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
30.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
31.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
32.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
33.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
34.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
35.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
36.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
37.3,,,,0.0,0,0,0,0,0,0,6.00,1.000,0,0,0,0,0,,0,0,0,0,0,0
38.3,1,650,250,256.0,0,120,0,530,530,6,6.00,1.000,1318,0,0,0,0,left,0,0,0,0,0,0
39.3,1,650,250,256.0,0,120,0,530,530,6,6.00,1.000,216,0,0,0,0,left,0,0,0,0,0,0
40.3,1,650,250,256.0,0,120,0,530,530,6,6.00,1.000,279,0,0,0,0,left,0,0,0,0,0,0
41.3,1,650,250,256.0,0,120,0,530,530,6,6.00,1.000,324,0,0,0,0,left,0,0,0,0,0,0
42.3,1,650,250,256.0,0,120,0,530,530,6,6.00,1.000,267,0,0,0,0,left,0,0,0,0,0,0
43.3,1,650,250,256.0,0,120,0,530,530,6,6.00,1.000,231,0,0,0,0,left,0,0,0,0,0,0
44.3,1,450,250,256.0,256,120,0,786,786,6,6.00,1.000,140,0,0,0,0,left,0,0,0,0,0,0
45.3,1,450,250,256.0,256,120,0,786,786,6,6.00,1.000,131,0,0,0,0,left,0,0,0,0,0,0
46.3,1,450,250,256.0,256,120,0,786,786,6,6.00,1.000,118,0,0,0,0,left,0,0,0,0,0,0
47.3,1,330,256,256.0,256,120,0,786,786,6,6.00,1.000,63,0,0,0,0,left,0,0,0,0,0,0
48.3,1,330,256,256.0,256,120,0,786,786,6,6.00,1.000,24,0,0,0,0,left,0,0,0,0,0,0
49.3,1,586,256,256.0,256,120,0,786,786,6,6.00,1.000,12,0,0,0,0,left,0,0,0,0,0,0
50.3,1,586,256,256.0,512,120,0,1042,1042,6,6.00,1.000,4,0,0,0,0,left,0,0,0,0,0,0
51.3,1,586,256,256.0,512,120,0,1042,1042,6,6.00,1.000,0,0,0,0,0,left,0,0,0,0,0,0
52.3,1,526,259,256.0,512,120,0,1042,1042,6,6.00,1.000,0,0,0,0,0,left,0,0,0,0,0,0
53.3,1,466,262,256.0,512,120,0,1042,1042,6,6.00,1.000,282,0,0,0,0,left,0,0,0,0,0,0
54.3,1,426,264,256.0,512,120,0,1042,1042,6,6.00,1.000,185,0,0,0,0,left,0,0,0,0,0,0
55.3,1,69,264,256.0,512,120,0,1042,1042,6,5.79,1.000,983,0,0,0,0,left,0,0,0,0,0,0
56.3,1,69,264,256.0,768,120,0,1298,1298,6,5.79,1.000,995,0,0,0,0,left,0,0,0,0,0,0
57.3,1,69,264,256.0,768,120,0,1298,1298,6,5.79,1.000,274,0,0,0,0,left,0,0,0,0,0,0
58.3,1,69,264,256.0,768,120,0,1298,1298,6,5.79,1.000,832,0,0,0,0,left,0,0,0,0,0,0
59.3,1,365,264,256.0,768,120,0,1298,1298,6,5.79,1.676,228,0,0,0,0,left,0,0,0,0,0,0
60.3,1,365,264,257.0,768,140,0,1278,1278,7,5.79,1.676,215,0,0,0,0,left,0,0,0,0,0,0
61.3,1,629,264,257.0,1025,140,0,1535,1535,7,4.91,1.000,267,0,0,0,0,left,0,0,0,0,0,0
62.3,1,629,264,257.0,1025,140,0,1535,1535,7,4.91,1.000,166,0,0,0,0,left,0,0,0,0,0,0
63.3,1,629,264,257.0,1025,140,0,1535,1535,7,4.91,1.000,72,0,0,0,0,left,0,0,0,0,0,0
64.3,1,629,264,257.0,1025,140,0,1535,1535,7,4.91,1.000,30,0,0,0,0,left,0,0,0,0,1,0
65.3,1,629,264,257.0,1025,140,0,1535,1535,7,4.91,1.000,41,0,0,0,0,left,0,0,0,0,1,0
66.3,1,629,264,257.0,1282,140,0,1792,1792,7,4.91,1.000,33,0,0,0,0,left,0,0,0,0,1,0
67.3,2,893,264,257.0,1282,140,0,1827,1827,7,5.79,1.000,28,0,0,0,0,left,0,0,0,0,1,0
68.3,2,773,270,257.0,1282,140,0,1827,1827,7,5.79,1.000,109,0,0,0,0,left,0,0,0,0,1,0
69.3,2,773,270,258.0,1282,160,0,1807,1807,8,5.79,1.000,167,0,0,0,0,left,0,0,0,0,2,0
70.3,2,713,273,258.0,1282,160,0,1807,1807,8,5.79,1.000,159,0,0,0,0,left,0,0,0,0,2,0
71.3,2,693,274,258.0,1282,160,0,1807,1807,8,5.79,1.000,181,0,0,0,0,left,0,0,0,0,2,0
72.3,2,673,275,258.0,1540,160,0,2065,2065,8,5.79,1.000,78,0,0,0,0,left,0,0,0,0,2,0
73.3,2,653,276,258.0,1540,160,0,2065,2065,8,5.79,1.000,51,0,0,0,0,left,0,0,0,0,2,0
74.3,2,606,277,258.0,1540,160,0,2065,2065,8,5.79,1.000,105,0,0,0,0,left,0,0,0,0,2,0
75.3,2,606,277,258.0,1540,160,0,2065,2065,8,5.79,1.000,193,0,0,0,0,left,0,0,0,0,2,0
76.3,2,606,277,258.0,1540,160,0,2065,2065,8,5.79,1.000,123,139,0,0,0,left,0,0,0,0,2,0
77.3,2,60,277,258.0,1540,160,0,2065,2065,8,5.79,1.000,267,373,0,0,0,left,0,0,0,0,3,0
78.3,2,429,277,258.0,1798,160,0,2323,2323,8,5.79,1.000,104,647,0,0,0,left,0,0,0,0,3,0
79.3,2,389,279,258.0,1798,160,0,2323,2323,8,5.79,1.000,413,399,0,0,0,left,0,0,0,0,3,0
80.3,2,569,284,258.8,1798,175,0,2308,2308,9,4.91,1.000,672,212,0,0,0,left,0,0,0,0,3,0
81.3,2,569,284,258.8,1798,175,0,2308,2308,9,4.91,1.000,892,8,0,0,0,left,0,0,0,0,4,0
82.3,2,569,284,258.8,2057,175,0,2567,2567,9,4.91,1.000,578,0,0,0,0,left,0,0,0,0,4,0
83.3,2,569,284,258.8,2057,175,0,2567,2567,9,4.91,1.000,667,11,0,0,0,left,0,0,0,0,4,0
84.3,2,569,284,258.8,2057,175,0,2567,2567,9,4.91,1.000,895,0,0,0,0,left,0,0,0,0,4,0
85.3,2,569,284,258.8,2057,175,0,2567,2567,9,4.91,1.000,354,0,0,0,0,left,0,0,0,0,4,0
86.3,2,853,284,258.8,2057,175,0,2567,2567,9,5.79,1.000,42,0,0,0,0,left,0,0,0,0,4,1
87.3,2,853,284,259.8,2057,195,0,2547,2547,10,5.79,1.000,44,0,0,0,0,left,0,0,0,0,4,1
88.3,2,853,284,259.8,2317,195,0,2807,2807,10,5.79,1.000,1,0,0,0,0,left,0,0,0,0,4,1
89.3,2,853,284,259.8,2317,195,0,2807,2807,10,5.79,1.000,2,0,1,0,0,left,0,0,0,0,4,1
90.3,3,733,290,262.2,2317,243,0,2830,2830,12,5.79,1.000,1,0,0,328,0,left,0,0,0,0,4,1
91.3,3,693,292,263.3,2317,267,0,2806,2806,13,5.79,1.000,1,310,0,76,0,left,0,0,0,0,4,1
